-0.139784	-31.7617	0	0	-6.59923
-16.2229	0	0	0	0
-16.1869	0	0	0	0
-16.0893	0	0	0	0
-16.1661	0	0	0	0
-16.1299	0	0	0	0
-16.0579	0	0	0	0
-15.4768	0	0	0	0
-15.6261	0	0	0	0
-14.8466	0	0	0	0
-14.6747	0	0	0	0
-14.5094	0	0	0	0
-14.7863	0	0	0	0
-14.1974	0	0	0	0
-13.5693	0	0	0	0
-13.1232	0	0	0	0
-12.6532	0	0	0	0
-12.7466	0	0	0	0
0	-19.9421	0	0	-4.77992
-11.7213	0	0	0	0
-10.344	0	0	0	0
-10.6211	0	0	0	0
-9.70818	0	0	0	0
-9.49275	0	0	0	0
0	-16.6793	0	0	-3.9438
0	0	-3.18997	-10.2499	0.807346
-4.19629	-13.0544	0	0	-0.516936
-9.11786	0	0	0	0
0	-12.7969	0	0	-0.273112
0	-12.0202	0	0	-0.422913
0	-12.5529	0	0	-0.0871656
0	-12.8335	0	0	-0.368329
0	-12.5869	0	0	-0.140679
0	-12.5047	0	0	-0.108892
0	-12.5421	0	0	-0.116463
0	0	-3.15933	-9.35048	0.826038
0	-12.3766	0	0	0
-8.77281	0	0	0	0
-8.86685	0	0	0	0
-3.22645	-12.4591	0	0	-0.427157
-8.58206	0	0	0	0
0	-11.69	0	0	-0.00630295
0	0	-3.17128	-10.0701	0
0	0	-2.58608	-10.671	0
0	0	-2.62153	-10.5388	0
0	0	-3.02881	-10.052	0
0	-11.4971	0	0	0
-8.03167	0	0	0	0
0	0	-2.78549	-10.2914	0
0	0	-2.56793	-10.5006	0
0	0	-2.82274	-10.2323	0
0	0	-3.00683	-9.85214	0
0	0	-3.46736	-8.89118	0
0	0	-3.5806	-8.55689	0
-0.842275	-10.3397	0	0	0
-0.295647	0	-4.44708	-7.28089	0
-0.677337	0	-4.46487	-6.93876	0
1.56773	0	-9.54345	0	2.01833
-3.95241	-10.8326	0	0	-0.205728
0	0	-3.73194	-8.10656	0
-1.04474	-10.1776	0	0	0
-0.964478	-10.1611	0	0	0
-0.913103	-10.151	0	0	0
-3.49927	0	0	0	-2.39566
0	0	0	-12.0536	0
-1.11967	-10.1151	0	0	0
0	0	0	-11.8161	0
0	0	0	-11.7952	0
0	0	-0.166057	-11.515	0
0	0	-3.27499	-8.28807	0
-1.5421	0	0	0	-1.16808
-0.260675	0	0	-11.5292	0
-3.14901	0	0	0	-1.99793
0	0	0	-11.6732	0
0	0	0	-11.5419	0
0	0	0	-11.5606	0
-0.335976	0	0	0	-1.87658
0	0	0	-11.6517	0
-2.27767	0	-2.98743	-4.26807	1.09183
0	0	0	-11.6002	0
-0.00998745	0	0	-11.5998	0
0	0	-0.148038	-11.3104	0
0	0	0	-11.6693	0
0	0	-0.232467	-11.0674	0
0	0	0	-11.4169	0
0	0	0	-11.4525	0
0	0	0	-11.4257	0
-3.41412	0	0	0	-2.24263
0	-11.0847	0	0	-0.625988
-5.97777	0	0	0	-0.360131
0	0	0	-11.4846	0
0	0	0	-11.2546	0
0	0	0	-11.4498	0
0	0	-0.359865	-10.9352	0
0	-9.94211	0	0	0
0	0	0	-11.419	0
0	0	0	-11.2838	0
0	0	0	-11.3942	0
0	0	0	-11.3675	0
0	0	0	-11.2207	0
0	-10.5305	0	0	-0.706204
0	0	0	-11.0409	0
0	0	0	-11.1514	0
0	0	0	-11.0835	0
0	0.0694575	0	-10.9739	0
-1.83504	0	0	0	-1.64814
-2.12826	0	0	0	-1.69111
-7.38902	0	0	0	0
-13.0338	0	-1.10545	0	0
-13.0945	0	-0.921531	0	0
-0.113536	-9.45744	0	0	0
-13.303	0	-0.668681	0	0
-12.9064	0	-0.968066	0	0
-12.8715	0	-0.947323	0	0
-12.8395	0	-0.977029	0	0
-12.2685	0	-1.42951	0	0
-12.3279	0	-1.37716	0	0
-12.5258	0	-1.25302	0	0
-12.4385	0	-1.29711	0	0
-12.2704	0	-1.39649	0	0
-12.3882	0	-1.29593	0	0
-12.9951	0	-0.852851	0	0
-12.3617	0	-1.40164	0	0
-12.2919	0	-1.36857	0	0
-13.4171	0	-0.426427	0	0
-12.503	0	-1.20171	0	0
-12.0288	0	-1.55793	0	0
-0.944532	0	0	-9.95616	0
-12.2673	0	-1.38164	0	0
-13.2437	0	-0.516503	0	0
-13.359	0	-0.41513	0	0
-13.4856	0	-0.299359	0	0
-12.8154	0	-0.905289	0	0
0	-8.8002	0	0	0
-12.2113	0	-1.37128	0	0
-12.2784	0	-1.34046	0	0
-12.3632	0	-1.23923	0	0
-12.5414	0	-1.21924	0	0
-13.4313	0	-0.322655	0	0
-12.4344	0	-1.23721	0	0
-12.496	0	-1.2473	0	0
-12.5579	0	-1.07203	0	0
-12.4161	0	-1.22745	0	0
-12.7906	0	-0.850655	0	0
-11.8476	0	-1.61342	0	0
-12.5572	0	-1.14273	0	0
-12.1271	0	-1.35503	0	0
-12.3671	0	-1.14327	0	0
0.130314	0	0	-10.102	0.307066
-12.6445	0	-0.92042	0	0
-0.754306	0	0	0	-1.46214
-12.6723	0	-0.901376	0	0
-12.6556	0	-0.908926	0	0
-12.3377	0	-1.13718	0	0
-12.0546	0	-1.39382	0	0
-12.4906	0	-1.05016	0	0
-12.6224	0	-0.892339	0	0
-12.8525	0	-0.71541	0	0
-12.1569	0	-1.26738	0	0
-12.353	0	-1.07848	0	0
-12.4044	0	-1.16032	0	0
-12.3005	0	-1.20415	0	0
-14.2033	-0.164824	0	0	0
-12.2688	0	-1.05351	0	0
-12.3351	0	-0.88604	0	0
0	-8.72779	0	0	0
-13.9974	0	0.0490287	0	0
-13.8429	0	0	0	0
-13.8493	0	0	0	0
0.113204	0	0	-10.1511	0.0674432
-0.429715	-8.59851	0	0	0
-13.8634	0	0	0	0
-13.8365	0	0	0	0
-13.8541	0	0	0	0
-13.8367	0	0	0	0
-13.8353	0	0	0	0
-13.8047	0	0	0	0
-13.8434	0	0	0	0
0	0.0327975	0	-10.0782	0
-13.8369	0	0	0	0
-13.8364	0	0	0	0
-13.8584	0	0	0	0
-13.8033	0	0	0	0
-13.8342	0	0	0	0
-13.8224	0	0	0	0
-1.3082	0	0	0	-1.16323
-13.7578	0	0	0	0
-13.7791	0	0	0	0
-0.420547	-11.099	0	0	-2.62255
-13.7897	0	0	0	0
-2.03052	-9.06955	0	0	-0.195294
-13.8171	0	0	0	0
-12.6342	0	-0.296319	0	0
-13.6728	0	0	0	0
-13.7508	0	0	0	0
-13.678	0	0	0	0
-13.6929	0	0	0	0
-13.6872	0	0	0	0
-1.02958	0	0	0	-1.01892
-13.6783	0	0	0	0
-0.540898	0	0	0	-1.50767
-13.6712	0	0	0	0
-13.6664	0	0	0	0
-13.6739	0	0	0	0
-13.6719	0	0	0	0
-13.6675	0	0	0	0
-13.6534	0	0	0	0
0	0	-2.70627	-7.13183	0
0	-9.18065	0	0	0
-13.6394	0	0	0	0
-13.6574	0	0	0	0
-13.6403	0	0	0	0
-13.6513	0	0	0	0
-13.6727	0	0	0	0
-13.6198	0	0	0	0
0	-9.1518	0	0	0
0	-9.14737	0	0	0
-1.70881	-8.64874	0	0	0
-13.5419	0	0	0	0
-13.5744	0	0	0	0
-13.5486	0	0	0	0
-13.61	-0.0278478	0	0	0
-1.71542	-8.57824	0	0	0
0	0	0.828493	-10.9038	0
-10.9564	0	-1.47883	0	0
-0.373366	-10.655	0	0	-2.50468
-13.0672	-0.325189	0	0	0
0	-11.9701	0.00746519	0.56597	-3.68855
-13.2941	0	0	0	0
-1.15122	0	0	-8.92683	0
-12.5482	0.0548079	-0.0191963	0	0
-13.146	-0.101757	0	0	0
-11.7149	0.23203	-0.693472	0	0
-11.9954	0	-0.456239	0	0
-12.0021	0	-0.488495	0	0
-10.8805	0	-1.32346	0	0
-13.2606	0	0.0814081	0	0
-12.4411	0.113578	-0.0351519	0	0
-13.0418	0	0	0	0
-12.0704	0	-0.29013	0	0
-11.4198	0	-0.926316	0	0
-10.9814	0	-1.30439	0	0
-13.0702	-0.147758	0	0	0
-12.8126	0	0	0	0
-0.0980898	0.333598	0	-9.50828	0
-12.3506	0.00559359	0	0	0
-12.8884	0	0	0	0
-12.8489	0	0	0	0
-12.2071	0	-0.0148609	0	0
0	0	-2.17784	-7.08789	0
